Vehicle,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
1,95.57603028291906,34.91825961314729,76.57245347763846,65.8647789692234,40.63591132898169,62.73939815
2,58.99478499286848,89.81785862516583,36.51380635998366,20.646500236526823,28.535066980052626,47.72268519
3,28.389698173240955,80.39664157264026,19.520657373101447,53.23274744632931,10.616883064456232,38.53472222
4,41.71107992679851,53.50607294833637,14.91267916422375,27.644914720210455,56.72213924556264,37.31060185
5,35.865394329213665,91.66764571953803,17.845431778099975,44.60469912373739,92.21719632765691,56.61601852
6,86.23604412945497,42.19349365547415,43.438191457949976,27.684981944880935,93.15020771834293,56.89476852
7,95.60752168920187,68.49169261196177,79.39397274549927,-1.6749401487788522,17.825688977351213,52.7962037
8,75.47891491042382,99.45496609116242,62.245402899470456,95.48424982924564,58.64395376101084,74.49361111
9,26.619090893932402,39.11192832799628,30.40896854971793,90.44332784658468,73.92545296735425,52.83430556
10,42.67235182047758,17.87473074855398,73.74057376526373,89.13560357955137,32.26055044735869,50.36666667
11,64.11673393870207,50.33940419682018,62.673027420569014,53.82335244343128,21.92323863249335,51.6274537
12,53.04074642489269,74.84221992867198,97.76137226524568,62.44877194244833,47.89794947890649,65.82263889
13,80.16180846135757,66.28625571894855,42.83693409566921,53.96811849651378,94.20906874037667,66.80226852
14,82.70719605372268,34.07913167966414,44.72068458938128,92.37077494765181,47.29660824566363,59.07638889
15,42.273170573101474,43.685883196755555,46.4125057870927,34.19131612772603,53.35274067560603,41.67662037
16,58.15069228434906,29.79538374299169,29.22337117177766,83.37060292530481,64.80873977029296,54.07384259
17,83.09766950740664,83.14489981049428,7.1514569612284715,77.70437391334285,11.552815116267364,51.38597222
18,51.23751044413362,44.43937692676218,92.13891753420798,14.747576816697286,49.39929621242913,52.36912037
19,74.6231621258101,35.359330310737626,96.60019163501235,33.14833649105197,32.380104664973445,53.60541667
20,83.75682091727234,60.85842942354266,41.86283477906032,5.578303491641753,39.149746325175634,45.11240741
21,32.0888796849846,39.756727772589386,71.91845760730092,41.834373727804184,15.768166035577794,38.1537037
22,29.171113370758377,90.69357028146602,79.40997954637879,73.59409534019545,28.900887685368485,61.09467593
23,24.03661107234849,49.18846881840406,26.1959661245662,74.19837199996749,15.912664236579122,38.18171296
24,13.154494388818547,54.71217029585772,17.131202630647874,63.93421031598702,37.51721181517038,37.69615741
25,84.67111497749175,32.22934484211209,51.92752541570232,16.97382403279808,37.546250017783315,44.82990741
26,96.81799287755607,49.088564312499244,46.36207383492308,9.404105369797335,75.16784311986264,55.76305556
27,52.06378221886709,23.407133212523146,39.7529282501364,6.551730517808131,42.14145707293465,32.70064815
28,76.8577089087274,48.707812110427874,35.88440055221562,63.799074075631424,36.05383157030242,53.92189815
29,61.92097025740469,29.58909680907049,95.52247177012265,102.36084845797484,35.885620754656024,64.91365741
30,56.94803261653937,66.48650525537877,42.22939282947969,73.15332264418969,99.35959267150736,67.59
31,46.834430673091894,67.35101268106442,18.675900975797816,28.357860680802972,47.70487368044922,41.25013889
32,71.65304193180728,100.9200372607623,66.35733620503875,3.655181963461285,72.0018954324846,60.49833333
