Vehicle,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
1,68.30088675852446,84.78555873604867,88.80568426147359,17.87394285395916,40.8796355467511,60.00064815
2,69.36710271878192,16.012702100684958,39.343830721717545,52.72433307999973,84.83131019206994,52.36578704
3,57.38154076577254,18.837072292292973,84.56226352887131,95.71225433666578,37.09600050514728,58.74490741
4,96.67666147406729,26.918194046214325,33.830402895320624,28.723699378713132,58.9673018944533,49.09935185
5,38.35477387504025,17.055930070022352,66.19591995922893,39.33769498955641,100.30077015922676,51.95
6,34.8994923970604,79.5494106615604,41.10093707037398,22.93335982246301,81.75177610394972,51.9775463
7,21.031047265424093,11.627629878785923,83.82119355069057,1.7684269446707253,100.12481501843568,43.695
8,44.977104914677255,62.887380197441864,95.69581799960146,73.97927050271892,100.39099301924874,75.56
9,77.74592964922425,96.78377075859886,46.54770382882815,10.553564703024383,62.728780861884935,59.09759259
10,50.92100816710905,37.14983172500999,38.842494588293356,10.306024436436381,10.570465138156361,29.46722222
11,86.02000706341747,17.72612008211159,91.11338930062965,37.411162713730214,89.09303870145493,64.11527778
12,72.43364239582282,74.67664063212443,92.74288448002959,4.820178718605523,44.3206528590169,57.77263889
13,88.51666819705626,64.25754273164371,11.012100202736613,3.7164946202298803,26.205233774037758,38.77268519
14,59.07723983147245,32.39594697558557,85.34305448148203,15.621659270726282,59.57494533772983,50.44810185
15,47.7933429064094,94.6556797696298,38.56316455593901,47.72907834816926,51.94204222476577,56.28412037
16,76.65488914347043,97.0273834457569,59.233526226416906,12.569518591211942,77.6676871482094,64.70430556
17,53.99408025876307,47.61150773706669,89.40005622105319,22.722865244866107,10.998045542589391,44.78722222
18,16.770644989146874,31.732913359508796,73.98171867582796,87.22195890454003,96.5082861000383,61.26175926
19,49.73981934256871,54.643815279582704,82.278860783232,2.022999204986025,51.94340810415458,48.10912037
20,49.89475334012833,18.667487669663505,83.27005878122844,2.7475761473196356,70.25950660841318,44.89907407
21,44.89937591915683,26.579761730225467,51.47372668512962,18.625095617645655,66.75643193182819,41.52833333
22,98.79018845697381,96.16085587064791,90.45643467312392,5.245506233525819,52.04009952045853,68.50537037
23,63.95708729229843,19.512088376612333,83.45108783485632,9.117975159807028,81.5722365132486,51.4412963
24,43.86454400971922,13.575885818502895,54.115336548432595,10.608371899278193,85.34415087754338,41.53828704
25,52.592597272688266,35.7181154865724,19.307547618242737,58.55499778740798,66.88546880658842,46.46708333
26,76.56704351072145,7.151325363862215,22.77090221479375,55.413591777197404,44.93733540400816,41.36263889
27,96.21769060644681,73.03122812771144,64.24257146167992,77.88366183593847,55.45765443769217,73.32861111
28,83.7110795653357,36.81872589821628,41.040814955262256,27.870656020281853,63.201403144991396,50.39759259
29,42.870104309587276,22.151941796799942,91.33374354912895,73.68193969874402,14.656513880552,49.01671296
30,99.43654893936255,71.98584906924413,94.38024650644951,63.074222805291996,14.713943403718467,68.44046296
31,19.204017820540326,87.77239433557435,89.3296679120383,88.72483740633217,44.391547471211396,65.75138889
