Vehicle,RAM,storage,Trustfactor,Distance,TransmissionRate,Eligible
1,66.2776087377733,81.55635305460645,91.22378052310665,21.644521658557338,42.96176015612002,60.00064815
2,69.65181271872927,11.872453311080267,38.92524340466713,55.34263330965298,80.96292332725504,52.36578704
3,49.561622879430075,22.002308815536054,84.36776951676137,96.66008235087871,36.471186925149524,58.74490741
4,99.01947226316238,22.479928702890543,33.65397841312231,30.217127234518607,60.76865519849038,49.09935185
5,35.433253309435656,16.753313983291353,60.748252161048484,44.633396247502944,101.8362291782756,51.95
6,39.100410219912035,79.42366928242572,38.77162800330766,23.371825953783112,83.09454639857097,51.9775463
7,19.2567224977206,11.839319180577476,82.60824061283526,-4.814090975005582,99.62879576200947,43.695
8,43.86658662006602,67.66808495129732,94.16474642062758,77.19005359434192,96.190694154461,75.56
9,81.3289735939197,94.69913990936074,42.92555988597975,10.617127484246035,64.64664982791206,59.09759259
10,50.5638008775529,36.83951295976143,38.29797019170947,11.69285485484667,10.540434667885654,29.46722222
11,88.73627067738975,13.040242413310938,91.17514518536346,34.98547547508641,90.26542876285761,64.11527778
12,72.17246561554106,76.73900693677056,89.2920166114106,-0.3089795424798929,45.0908264830472,57.77263889
13,90.6481501488616,66.04936827147749,7.676993928929349,3.729826004610611,29.397866975915022,38.77268519
14,58.75109706164534,32.624798948662836,86.59536446849647,16.97793639236179,61.224834058052664,50.44810185
15,50.438162698798145,92.4760140848862,40.76885459709899,41.65739988776731,53.96930056149742,56.28412037
16,78.39425381840424,96.20393226570751,56.285134198854166,12.064092194131936,75.70885671616105,64.70430556
17,54.399428830361785,49.3655579664762,91.66606484403968,24.58108979859329,9.373735900724697,44.78722222
18,17.296528295998584,31.761265605829742,72.69608308441475,85.05329330971668,92.76255750970509,61.26175926
19,47.76018007764861,57.49909305497662,82.08215737474804,0.7453648587611843,53.91496621010764,48.10912037
20,53.508736517127105,14.563143206956603,81.58176575032488,1.479358954530472,67.83289136125973,44.89907407
21,40.546108141283426,25.84127195932127,54.05311118668585,18.501344914666802,69.75072025393875,41.52833333
22,101.1871017603606,89.67420535447569,93.54934902777356,11.281073572875128,50.47399161305975,68.50537037
23,66.25952978713521,20.876677120051244,86.5670499284887,7.0528199368782705,73.20079384165876,51.4412963
24,43.54219998700951,10.055274647688998,56.53430533037299,4.160892962133505,85.35767789944643,41.53828704
25,51.460112888153425,37.56740540087779,18.0279805253478,58.38159106890761,69.20041636851697,46.46708333
26,74.49170140663054,7.87374062565532,21.890148346897465,59.74527155568253,45.3759574351818,41.36263889
27,92.24949782326448,75.8481523288355,67.90520511591743,74.36044105776644,58.882441926956346,73.32861111
28,86.90509526683465,36.074823548876,41.39224140043849,27.67872000690421,58.19959025102341,50.39759259
29,41.81156638436947,21.22861434490456,94.18315118068136,71.57209819837377,19.703422145116402,49.01671296
30,99.43455644804975,73.05885183376778,98.99543175635155,60.76473667936245,11.425271724761929,68.44046296
31,15.004133280486991,94.3038879554828,87.2926978281795,87.93359621051734,40.737777456828745,65.75138889
32,32.00298282669689,13.050554269512464,30.96815289328467,70.1551401027789,73.07103101430604,44.25055556
33,34.30831619428104,27.38998427986345,19.912511506671088,75.98432172124377,63.02884898351093,43.82634259
34,68.31431127809562,19.140003253833676,19.973178164157844,92.84705804948095,51.43474887924329,50.67986111
35,60.015380033860176,55.1512578312056,92.52248738482216,13.229909487778318,33.4279039653827,51.10541667
36,59.83203692496132,39.3281245412166,59.058297377035764,55.4934531408404,26.63395927540747,47.39217593
37,90.49462632010305,44.90981674266074,48.539547857223724,102.51787661103307,6.381463052780149,58.76722222
38,42.318511685472515,35.5907459906714,72.74057045281135,9.495776288895337,18.474873821359726,36.64944444
39,25.045553987147525,77.2452644008395,69.24415178379438,94.26512565457834,31.783695065954735,57.77467593
40,67.93282206206713,46.1220762527694,11.136501506223295,46.638064698411256,90.24989943322474,51.76726852
41,21.18993978043818,47.46713065561852,34.39896607564925,5.160970213708895,97.42210375820842,44.365
42,93.0144326847928,29.397583941803504,30.830372945592178,100.36677994210054,22.398421306192613,54.50569444
43,20.69695842317411,41.65484766959919,71.72630618032541,85.65593716170298,65.10052672262377,56.30810185
44,72.4127168626909,66.37962994094934,59.8999535522929,73.85359778411951,53.94903168027615,63.79662037
45,24.977824142161936,13.050980724971975,25.5862859931597,25.811119420493654,77.19077571685233,30.37731481
46,55.118819860776945,14.773644188664544,49.58295028388738,94.08721436583313,84.75762835430324,60.27703704
47,97.03613986982924,41.51754980062878,73.52739486830767,5.534318650613775,26.236482265375848,48.99717593
48,62.78124917015688,73.26123013476496,38.50363483927696,32.65092870091291,95.80956547379378,60.23550926
49,37.287530226403874,38.23031023269619,63.9475333717811,79.45744265342707,60.59095206730953,57.22333333
50,68.00594603955805,25.256682138947397,48.72885369244181,4.888993950374415,35.41923050773494,37.05490741
51,74.40152555753409,82.3391205971766,50.64784040433896,48.80462650528807,20.476982954980567,54.4199537
52,73.66681142293866,87.2067125907935,85.90514639678977,61.6690580574457,13.843857406037314,66.93796296
53,87.07898169649783,102.22963967047924,94.85240369905533,89.57196013161607,80.63301971536148,88.78180556
54,32.88837002134606,69.34393213312933,35.02493381349788,3.5838984519440893,91.74637894564316,48.71550926
55,57.605272769585916,31.8325971468066,63.784651078113974,33.63139733400381,39.713010109798226,45.12865741
56,69.28701460022593,69.29322418641316,86.4251742492638,6.556086572022732,43.721720534671896,57.28763889
57,100.11488557661723,101.25769341186482,101.36248639609057,53.6468319982802,70.71896335484412,84.70657407
58,100.69289914483316,13.75168015267726,71.93989843534102,95.14979995897184,56.58414892905126,68.03236111
59,48.02218893939774,47.98209667513084,56.319508556957864,30.28471763678675,18.235345481561264,38.7649537
60,26.42877407578505,17.11965429345093,17.821337466206824,99.9146590142358,81.58166801840586,48.7050463
61,82.27570494727607,60.247816442445426,57.43973301710581,20.927257921809947,69.19437736166248,57.72782407
62,71.47571681150849,60.08231139278058,22.03085681801545,4.3471819079462275,33.45335615811472,37.63791667
63,47.38053372178865,69.57280856857244,44.38356939135028,9.09818986412124,22.015539014787507,36.4537037
64,55.097797260224354,82.96289909807885,28.07914755484235,25.68566220358963,42.65895685548742,48.97638889
65,38.475998682924434,44.02376459674605,38.00059493140126,58.684639308876314,45.161383666394784,44.32314815
66,71.00831773334215,2.0224250451369032,58.4604912155969,66.34233339116976,67.24876205612574,53.70458333
67,91.24192982851741,75.48338823847483,78.9422914073101,82.80115249149466,76.60028007724155,80.69430556
68,19.10205524573081,53.117750224198396,32.8421793605527,24.57692106583948,35.14953060771016,33.30865741
69,62.03490824478841,62.17530991764531,97.88592947401365,99.98277157982693,19.041359529715812,68.4399537
70,19.03257011287897,38.492148624558894,41.78311964316218,74.80942885808386,91.68072994464318,51.76277778
71,22.24405511190337,98.68936388486799,70.7287991380803,84.49700906097796,92.3110727136098,73.74777778
72,72.95155945333497,21.268351860810384,38.99679169327721,102.14625889818267,58.352585837878216,59.14560185
73,96.13870714985,98.32510011146013,53.054058011992915,6.847175990570416,56.55978431762793,62.13060185
